Samples,Amplitude(mV)
1831,0.228809
1832,0.235254
1833,0.241699
1834,0.241699
1835,0.241699
1836,0.244922
1837,0.244922
1838,0.251367
1839,0.251367
1840,0.251367
1841,0.248145
1842,0.251367
1843,0.251367
1844,0.251367
1845,0.251367
1846,0.248145
1847,0.25459
1848,0.25459
1849,0.261035
1850,0.257812
1851,0.261035
1852,0.264258
1853,0.264258
1854,0.264258
1855,0.261035
1856,0.261035
1857,0.261035
1858,0.264258
1859,0.261035
1860,0.264258
1861,0.261035
1862,0.261035
1863,0.264258
1864,0.261035
1865,0.257812
1866,0.261035
1867,0.261035
1868,0.257812
1869,0.25459
1870,0.251367
1871,0.251367
1872,0.25459
1873,0.25459
1874,0.248145
1875,0.251367
1876,0.251367
1877,0.251367
1878,0.248145
1879,0.244922
1880,0.244922
1881,0.244922
1882,0.244922
1883,0.244922
1884,0.238477
1885,0.235254
1886,0.235254
1887,0.235254
1888,0.235254
1889,0.228809
1890,0.228809
1891,0.232031
1892,0.235254
1893,0.232031
1894,0.228809
1895,0.225586
1896,0.225586
1897,0.225586
1898,0.225586
1899,0.219141
1900,0.219141
1901,0.222363
1902,0.222363
1903,0.222363
1904,0.222363
1905,0.222363
1906,0.219141
1907,0.222363
1908,0.222363
1909,0.222363
1910,0.219141
1911,0.219141
1912,0.219141
1913,0.215918
1914,0.219141
1915,0.219141
1916,0.219141
1917,0.219141
1918,0.215918
1919,0.212695
1920,0.212695
1921,0.212695
1922,0.215918
1923,0.215918
1924,0.209473
1925,0.209473
1926,0.212695
1927,0.209473
1928,0.209473
1929,0.203027
1930,0.20625
1931,0.203027
1932,0.203027
1933,0.203027
1934,0.199805
1935,0.196582
1936,0.196582
1937,0.199805
1938,0.199805
1939,0.199805
1940,0.193359
1941,0.193359
1942,0.190137
1943,0.190137
1944,0.186914
1945,0.183691
1946,0.186914
1947,0.186914
1948,0.183691
1949,0.183691
1950,0.183691
1951,0.180469
1952,0.177246
1953,0.177246
1954,0.174023
1955,0.174023
1956,0.170801
1957,0.174023
1958,0.167578
1959,0.167578
1960,0.167578
1961,0.161133
1962,0.164355
1963,0.164355
1964,0.164355
1965,0.15791
1966,0.15791
1967,0.15791
1968,0.15791
1969,0.154687
1970,0.148242
1971,0.148242
1972,0.14502
1973,0.141797
1974,0.141797
1975,0.141797
1976,0.141797
1977,0.138574
1978,0.138574
1979,0.132129
1980,0.135352
1981,0.132129
1982,0.132129
1983,0.128906
1984,0.128906
1985,0.128906
1986,0.125684
1987,0.122461
1988,0.122461
1989,0.119238
1990,0.116016
1991,0.116016
1992,0.112793
1993,0.112793
1994,0.112793
1995,0.112793
1996,0.112793
1997,0.112793
1998,0.112793
1999,0.10957
2000,0.10957
2001,0.106348
2002,0.106348
2003,0.106348
2004,0.0999023
2005,0.0999023
2006,0.0999023
2007,0.0999023
2008,0.0999023
2009,0.0966797
2010,0.093457
2011,0.0902344
2012,0.093457
2013,0.0902344
2014,0.0902344
2015,0.0837891
2016,0.0870117
2017,0.0837891
2018,0.0837891
2019,0.0805664
2020,0.0773437
2021,0.0773437
2022,0.0805664
2023,0.0773437
2024,0.0805664
2025,0.0773437
2026,0.0741211
2027,0.0708984
2028,0.0708984
2029,0.0708984
2030,0.0773437
2031,0.0805664
2032,0.0870117
2033,0.103125
2034,0.10957
2035,0.116016
